"","LEA_NAME","SCH_NAME","isCHARTER","PK","KG","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","G13","LEVEL","magnetSchoolStatus","city","MEMBER","zip","PctFreeLunch","SCH_TYPE_TEXT","TOTFRL","Census_AttainDiplomHigher","Census_LangHomeNotEnglish","Census_Pop25older","Census_TotalHouseholds","LAT","LON","AttendRate","PctProfELA","raceWHITE","raceAMERIND","raceASIAN","raceBLACK","raceHI","numberHispanic","numberTR","LEAID","aun2","NCESSCH","ST_LEAID"
"86","KIPP Philadelphia Charter School","KIPP Philadelphia Charter School","Yes","-2","77","81","80","76","75","92","88","91","86","-2","-2","-2","-2","-2","1","No","Philadelphia","746","19132","92.493297587131295","Regular School","690","NA","NA","NA","NA",39.994416,-75.154137,"NA","NA","3","1","0","700","37","0","5","4200122","1265100131265","420012200758","126510013"
"87","Arts Academy Elementary Charter School","Arts Academy Elementary Charter School","Yes","-2","68","71","58","67","66","46","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Allentown","376","18101","99.202127659574472","Regular School","373",NA,NA,NA,NA,40.60014,-75.469081,NA,NA,"55","0","0","80","241","0","0","4200883","1213998981213","420088307561","121399898"
"88","Tredyffrin-Easttown SD","Hillside El Sch","No","-2","59","96","73","102","104","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Berwyn","434","19312","5.5299539170506904","Regular School","24","27390","5536","27926","15829",40.056673,-75.455739,"96.28","90.96","287","0","82","18","12","0","35","4223640","1241578021241","422364001439","124157802"
"89","Wissahickon SD","Lower Gwynedd El Sch","No","-2","75","86","103","107","90","99","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Ambler","560","19002","18.571428571428573","Regular School","104","25510","5516","26539","14364",40.167533,-75.231333,NA,NA,"368","0","79","43","29","0","41","4202400","1234693031234","420240000304","123469303"
"90","Perkiomen Valley SD","Perkiomen Valley HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","461","425","449","446","-2","3","No","Collegeville","1781","19426","15.1038742279618","Regular School","269","24408","3396","26132","12508",40.219041,-75.459067,"96.91","90.56","1512","3","92","104","63","2","5","4218930","1234661031234","421893003328","123466103"
"91","Bristol Township SD","Roosevelt MS","No","-2","-2","-2","-2","-2","-2","-2","-2","254","270","-2","-2","-2","-2","-2","2","No","Bristol","524","19007","63.931297709923598","Regular School","335","32835","6020","37338","19440",40.107268,-74.881083,"95.18","55.02","283","1","24","100","86","1","29","4204230","1220913521220","420423001027","122091352"
"92","Northwest Area SD","Northwest Area Intermediate Sch","No","-2","-2","-2","-2","-2","68","74","89","-2","-2","-2","-2","-2","-2","-2","2","No","Shickshinny","231","18655","46.320346320346317","Regular School","107","5761","126","6421","3397",41.222018,-76.113,"95.07","55.36","225","0","0","3","2","0","1","4217790","1184060031184","421779002955","118406003"
"93","Philadelphia City SD","Penrose Sch","No","-2","64","68","76","89","44","66","64","59","82","-2","-2","-2","-2","-2","1","No","Philadelphia","612","19153","100","Regular School","612","855213","325401","1035252","582594",39.907484,-75.248404,"91.84","28.06","7","4","20","498","11","0","72","4218990","1265150011265","421899003616","126515001"
"94","Philadelphia City SD","Shawmont Sch","No","0","53","73","54","54","58","64","56","45","61","-2","-2","-2","-2","-2","1","No","Philadelphia","518","19128","100","Regular School","518","855213","325401","1035252","582594",40.051494,-75.238579,"94.52","48.37","230","0","10","195","28","0","55","4218990","1265150011265","421899003725","126515001"
"95","Hanover Area SD","Hanover Area Memorial El Sch","No","-2","-2","-2","-2","-2","134","167","181","-2","-2","-2","-2","-2","-2","-2","2","No","Hanover Township","482","18706","100","Regular School","482","9900","517","10862","6544",41.227244,-75.922078,NA,NA,"350","0","6","50","67","0","9","4211420","1184030031184","421142007205","118403003"
"96","Abington SD","McKinley Sch","No","-2","96","95","103","91","90","112","71","-2","-2","-2","-2","-2","-2","-2","1","No","Elkins Park","658","19027","15.501519756838906","Regular School","102","39062","6333","41165","22024",40.081847,-75.105853,"96.23","84.05","509","2","36","67","28","1","15","4202040","1234603021234","420204005075","123460302"
"97","Northeastern York SD","Spring Forge Intrd Sch","No","-2","-2","-2","-2","-2","136","146","165","-2","-2","-2","-2","-2","-2","-2","2","No","Manchester","447","17345","40.7158836689038","Regular School","182","14414","1394","16488","9009",40.061879,-76.710283,NA,NA,"371","2","9","25","26","2","12","4217520","1126744031126","421752000525","112674403"
"98","Tunkhannock Area SD","Mill City El Sch","No","-2","53","42","33","55","45","1","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Dalton","229","18414","43.668122270742302","Regular School","100","12619","375","13692","7485",41.49273,-75.839861,"95.38","65.430000000000007","219","0","0","0","5","1","4","4223850","1186675031186","422385006992","118667503"
"99","Hazleton Area SD","West Hazleton El/MS","No","-2","102","104","89","91","103","99","103","78","72","-2","-2","-2","-2","-2","1","No","West Hazleton","841","18202","100","Regular School","841","42540","16452","49823","28188",40.961242,-76.000975,NA,NA,"194","1","0","23","616","0","7","4211700","1184033021184","421170000370","118403302"
"100","Chester CS for the Arts","Chester CS for the Arts","Yes","-2","44","46","49","51","48","50","47","50","45","43","-2","-2","-2","-2","4","No","Aston","473","19014","99.365750528541227","Regular School","470",NA,NA,NA,NA,39.84945,-75.405521,NA,NA,"4","1","0","453","14","0","1","4200857","1252368271252","420085707437","125236827"
"101","Bristol Township SD","Armstrong MS","No","-2","-2","-2","-2","-2","-2","-2","-2","213","221","-2","-2","-2","-2","-2","2","No","Fairless Hills","434","19030","59.907834101382399","Regular School","260","32835","6020","37338","19440",40.165854,-74.855378,"94.87","54.39","298","1","2","64","42","2","25","4204230","1220913521220","420423005305","122091352"
"102","Marple Newtown SD","Culbertson El Sch","No","-2","39","64","66","76","60","53","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Newtown Square","358","19073","8.1005586592178709","Regular School","29","24988","5021","26581","13237",39.996319,-75.402117,"96.47","77.25","332","0","12","3","3","1","7","4214760","1252355021252","421476001898","125235502"
"103","Seven Generations Charter School","Seven Generations Charter School","Yes","-2","54","53","52","55","43","39","30","36","28","-2","-2","-2","-2","-2","1","No","Emmaus","390","18049","0","Regular School","0","NA","NA","NA","NA",40.53637,-75.485021,"NA","NA","236","0","5","66","56","0","27","4200818","1883926601883","420081807148","188392660"
"104","Hempfield  SD","Mountville El Sch","No","-2","74","75","87","83","72","71","88","-2","-2","-2","-2","-2","-2","-2","1","No","Mountville","550","17554","42","Regular School","231","31594","3969","33613","19006",40.041498,-76.427318,"97.07","70.45","383","2","19","31","98","0","17","4211790","1133631031133","421179002576","113363103"
"105","Universal Vare Charter School","Universal Vare Charter School","Yes","-2","-2","-2","-2","-2","-2","88","96","105","120","-2","-2","-2","-2","-2","2","No","Philadelphia","409","19145","68.704156479217602","Regular School","281","NA","NA","NA","NA",39.926438,-75.186386,"NA","NA","9","0","64","313","19","1","3","4200855","1265134151265","420085507421","126513415"
"106","North Pocono SD","Moscow El Sch","No","-2","141","136","156","140","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Moscow","573","18444","39.9650959860383","Regular School","229","13907","806","15083","7957",41.33747,-75.534587,"NA","NA","515","0","4","4","35","3","12","4217310","1193565031193","421731000128","119356503"
"107","Coatesville Area SD","Kings Highway El Sch","No","-2","86","95","89","107","78","76","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Coatesville","531","19320","47.645951035781501","Regular School","253","39101","6662","43528","23329",40.012541,-75.88208,"94.58","55.79","316","1","5","121","63","0","25","4206240","1241519021241","420624001375","124151902"
"108","Palmerton Area SD","S S Palmer El Sch","No","-2","-2","-2","100","96","88","97","86","-2","-2","-2","-2","-2","-2","-2","1","No","Palmerton","467","18071","100","Regular School","467","9036","669","10494","5554",40.803101,-75.611316,NA,NA,"437","0","0","3","27","0","0","4218360","1211365031211","421836007222","121136503"
"109","Springfield SD","Springfield HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","286","290","332","292","-2","3","No","Springfield","1200","19064","19.0833333333333","Regular School","229","18055","2383","18971","9468",39.928204,-75.337994,"94.62","87.96","990","1","81","77","24","0","27","4222600","1252385021252","422260001950","125238502"
"110","Lancaster SD","Ross El Sch","No","0","58","79","70","56","49","49","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Lancaster","361","17603","100","Regular School","361","37681","23964","48158","27775",40.0507,-76.308,"95.24","54.67","48","0","30","56","194","0","33","4213140","1133640021133","421314002587","113364002"
"111","Boyertown Area SD","Boyertown Area JHS-East","No","-2","-2","-2","-2","-2","-2","-2","-2","300","275","260","3","-2","-2","-2","4","No","Gilbertsville","838","19525","17.30310262529833","Regular School","145","31489","1225","34328","18524",40.314322,-75.578509,"95.88","78.21","776","0","17","14","18","0","13","4203960","1140607531140","420396006804","114060753"
"112","Pennridge SD","Deibler El Sch","No","-2","49","81","73","84","75","98","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Perkasie","460","18944","16.5217391304347","Regular School","76","32011","3206","34300","18506",40.39888,-75.27315,"96.41","86.81","423","0","9","1","8","0","19","4218750","1220981031220","421875001054","122098103"
"113","Neshaminy SD","Joseph E Ferderbar El Sch","No","-2","102","122","96","109","105","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Feasterville","534","19053","24.531835205992511","Regular School","131","47567","7513","50548","25284",40.150276,-74.994169,"95.79","74.18","426","1","34","16","31","1","25","4216410","1220975021220","421641001069","122097502"
"114","Renaissance Academy CS","Renaissance Academy CS","Yes","-2","81","80","81","107","81","83","83","79","82","82","83","77","61","-2","4","No","Phoenixville","1060","19460","20.943396226415","Regular School","222","NA","NA","NA","NA",40.12006,-75.547496,"NA","NA","668","0","67","194","33","0","98","4200067","1241533501241","420006700511","124153350"
"115","Wallenpaupack Area SD","Wallenpaupack Pri Sch","No","-2","154","147","132","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Hawley","433","18428","52.886836027713599","Regular School","229","17468","1750","18875","10376",41.457282,-75.172455,"NA","NA","377","2","3","7","30","2","12","4224750","1196483031196","422475000129","119648303"
"116","Stroudsburg Area SD","Stroudsburg JHS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","399","419","-2","-2","-2","-2","4","No","Stroudsburg","818","18360","35.574572127139298","Regular School","291","20357","5462","22891","11713",41.00095,-75.233977,"NA","NA","477","0","26","156","129","16","14","4222860","1204560031204","422286000472","120456003"
"117","Philadelphia City SD","Lincoln HS","No","36","-2","-2","-2","-2","-2","-2","-2","-2","-2","470","400","344","276","-2","3","No","Philadelphia","1526","19136","100","Regular School","1526","855213","325401","1035252","582594",40.042773,-75.043126,"79.98","29.29","404","2","76","611","357","1","75","4218990","1265150011265","421899003845","126515001"
"118","Keystone Academy Charter School","Keystone Academy Charter School","Yes","-2","46","100","74","73","74","78","52","52","42","-2","-2","-2","-2","-2","1","No","Philadelphia","591","19135","67.681895093062607","Regular School","400",NA,NA,NA,NA,40.02161,-75.045621,NA,NA,"195","1","31","185","155","0","24","4200762","1825145681825","420076206103","182514568"
"119","Philadelphia City SD","Heston Edward Sch","No","52","58","62","62","64","48","55","49","39","31","-2","-2","-2","-2","-2","1","No","Philadelphia","520","19131","100","Regular School","520","855213","325401","1035252","582594",39.978067,-75.229557,"89.17","19.01","3","2","0","486","5","0","24","4218990","1265150011265","421899005187","126515001"
"120","Pennsbury SD","Charles H Boehm MS","No","-2","-2","-2","-2","-2","-2","-2","231","264","230","-2","-2","-2","-2","-2","2","No","Yardley","725","19067","19.724137931034484","Regular School","143","47722","6631","49998","26639",40.209149,-74.826879,NA,NA,"572","3","55","28","29","0","38","4218840","1220982021220","421884009959","122098202"
"121","Unionville-Chadds Ford SD","Unionville El Sch","No","-2","32","71","64","67","65","81","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Kennett Square","380","19348","11.578947368421","Regular School","44","16658","2490","17257","8515",39.893535,-75.726074,"96.54","84.42","307","1","27","3","31","0","11","4224210","1241585031241","422421001442","124158503"
"122","Spring-Ford Area SD","Spring-Ford MS 8th Grade Ctr","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","639","-2","-2","-2","-2","-2","4","No","Royersford","639","19468","16.588419405320799","Regular School","106","31935","3916","33365","18307",40.187128,-75.53173,"NA","NA","515","1","56","24","21","0","22","4222560","1234673031234","422256000836","123467303"
"123","Pennridge SD","Pennridge South MS","No","-2","-2","-2","-2","-2","-2","-2","161","179","147","-2","-2","-2","-2","-2","2","No","Perkasie","487","18944","27.310061601642712","Regular School","133","32011","3206","34300","18506",40.366918,-75.304931,"93.97","68.74","442","0","9","13","20","0","3","4218750","1220981031220","421875001099","122098103"
"124","Cocalico SD","Denver El Sch","No","-2","82","84","84","87","82","84","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Denver","503","17517","35.785288270377734","Regular School","180","13666","1822","16263","8559",40.228422,-76.146745,"96.16","79.51","433","0","11","11","31","0","17","4206270","1133613031133","420627002506","113361303"
"125","Pequea Valley SD","Pequea Valley HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","132","141","127","103","-2","3","No","Kinzers","503","17535","100","Regular School","503","7955","7722","12835","6704",40.020885,-76.06634,"92.85","62.70","449","0","7","14","31","0","2","4218900","1133653031133","421890002649","113365303"
"126","Garnet Valley SD","Garnet Valley El Sch","No","-2","-2","-2","-2","234","232","249","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Glen Mills","715","19342","11.048951048951048","Regular School","79","20049","2379","20949","10329",39.870442,-75.513628,NA,NA,"555","2","82","22","20","3","31","4210590","1252341031252","421059000316","125234103"
